word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
aabeg,0.5429,1,aabeg,PROPN,False,False,True
anúncio,0.5426,3,anúncio,NOUN,False,True,True
capricórnio,0.5426,2,capricórnio,PROPN,False,False,True
cobre,0.5423,3,cobre,NOUN,False,False,True
vinicius,0.5421,1,vinicius,PROPN,False,False,True
lucchesi,0.5421,1,lucchesi,PROPN,False,False,True
josep,0.5421,1,josep,PROPN,False,False,True
pódio,0.542,3,pódio,NOUN,False,False,True
coincidência,0.5418,3,coincidência,NOUN,False,False,True
antissimétrica,0.5416,5,antissimétrico,ADJ,False,False,True
braga,0.5412,1,braga,PROPN,False,False,True
rax,0.541,1,rax,PROPN,False,True,True
espontaneísmo,0.5409,1,espontaneísmo,NOUN,False,False,True
reversas,0.5409,4,reversas,PROPN,False,True,True
monsenhor,0.5407,1,monsenhor,PROPN,False,False,True
messias,0.5407,1,messias,PROPN,False,False,True
bula,0.5406,2,bula,NOUN,False,True,True
dodecaedro,0.5406,6,dodecaedro,NOUN,False,False,True
gangorra,0.5404,5,gangorra,PROPN,False,False,True
adjacente,0.5404,8,adjacente,ADJ,False,True,True
disco,0.5402,3,disco,NOUN,False,False,True
nuridsany,0.5398,1,nuridsany,PROPN,False,False,True
bnk,0.5398,3,bnk,NOUN,False,False,True
incursão,0.5397,3,incursão,NOUN,False,True,True
cik,0.5397,3,cik,PROPN,False,False,True
bibliográfico,0.5396,3,bibliográfico,ADJ,False,True,True
encher,0.5395,10,encher,NOUN,False,True,True
reflexivo,0.5394,3,reflexivo,ADJ,False,True,True
torta,0.5394,3,torta,ADJ,False,False,True
mãe,0.5391,4,mãe,NOUN,False,False,True
surpreendente,0.5388,2,surpreendente,ADJ,False,False,True
balanceada,0.5383,5,balanceado,ADJ,False,False,True
evidente,0.5382,3,evidente,ADJ,False,True,True
flap,0.5381,2,flap,ADJ,False,False,True
consequente,0.5381,3,consequente,NOUN,False,True,True
diretoria,0.538,3,diretoria,NOUN,False,False,True
bravo,0.5375,1,bravo,PROPN,False,False,True
apreciação,0.5374,3,apreciação,NOUN,False,False,True
vegetariano,0.5374,3,vegetariano,ADJ,False,False,True
med(aôb,0.5373,5,med(aôb,NOUN,False,True,True
preconceito,0.5373,1,preconceito,NOUN,False,True,True
câncer,0.5371,2,câncer,PROPN,False,False,True
p(k,0.5371,5,p(k,DET,False,False,True
façamos,0.5369,8,façamos,VERB,False,True,True
catalogação,0.5369,2,catalogação,PROPN,False,False,True
colocação,0.5368,4,colocação,NOUN,False,True,True
luigi,0.5366,1,luigi,PROPN,False,False,True
dcb,0.5366,3,dcb,PROPN,False,False,True
cadastro,0.5363,3,cadastro,NOUN,False,True,True
desconto,0.5357,2,desconto,NOUN,False,False,True
validação,0.5357,3,validação,NOUN,False,False,True
ipiranga,0.5354,1,ipiranga,PROPN,False,False,True
exigência,0.5352,3,exigência,NOUN,False,True,True
politécnica,0.535,3,politécnica,PROPN,False,False,True
krane,0.535,1,krane,PROPN,False,False,True
pqcg,0.5347,3,pqcg,PROPN,False,False,True
priscilla,0.5343,1,priscilla,PROPN,False,False,True
definese,0.5342,4,defineser,VERB,False,False,True
formalismo,0.5341,1,formalismo,NOUN,False,False,True
bergamont,0.534,1,bergamont,PROPN,False,False,True
latitude,0.5337,2,latitude,PROPN,False,False,True
circulares,0.5336,4,circulares,ADJ,False,True,True
p'(x,0.5335,3,p'(x,PROPN,False,True,True
manifestação,0.5331,2,manifestação,NOUN,False,True,True
pau,0.533,21,pau,NOUN,False,True,True
sulfite,0.5326,6,sulfite,PROPN,False,False,True
