word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
cinética,5.4339,104,cinética,NOUN,False,False,True
elétrico,5.4326,61,elétrico,ADJ,False,True,True
comportamento,5.4299,76,comportamento,NOUN,False,True,True
raio,5.4279,69,raio,NOUN,False,True,True
acidente,5.3817,59,acidente,NOUN,False,True,True
grama,5.3525,77,grama,NOUN,False,True,True
atm,5.3514,203,atm,NOUN,False,True,True
ilustrações,5.3415,60,ilustrações,PROPN,False,True,True
sentido,5.3347,106,sentido,NOUN,False,True,True
análise,5.3145,95,análise,NOUN,False,False,True
autor,5.3089,42,autor,NOUN,False,True,True
acidez,5.2856,61,acidez,NOUN,False,False,True
longo,5.2648,56,longo,NOUN,False,True,True
nacl,5.2525,106,nacl,PROPN,False,True,True
zinco,5.2232,73,zinco,NOUN,False,False,True
teor,5.2189,67,teor,NOUN,False,True,True
acético,5.2184,122,acético,ADJ,False,False,True
dispositivo,5.1545,58,dispositivo,NOUN,False,True,True
professor(a,5.1532,66,professor(a,NOUN,False,False,True
kpa,5.1393,111,kpa,NOUN,False,True,True
faculdade,5.1338,22,faculdade,PROPN,False,False,True
impacto,5.1237,54,impacto,NOUN,False,True,True
explicação,5.1061,58,explicação,NOUN,False,True,True
mundial,5.099,51,mundial,ADJ,False,True,True
técnica,5.0945,41,técnico,NOUN,False,True,True
atômica,5.0646,105,atômico,ADJ,False,False,True
queima,5.0591,78,queimo,NOUN,False,False,True
balão,5.0579,81,balão,NOUN,False,True,True
recipiente,5.0556,191,recipiente,ADJ,False,True,True
síntese,5.0532,56,síntese,NOUN,False,False,True
colisão,5.0341,98,colisão,NOUN,False,True,True
copo,5.0142,91,copo,NOUN,False,True,True
segurança,4.9931,69,segurança,NOUN,False,False,True
proveniente,4.9805,67,proveniente,ADJ,False,True,True
objeto,4.9484,57,objeto,NOUN,False,True,True
porcentagem,4.9215,117,porcentagem,PROPN,False,True,True
importância,4.9177,80,importância,NOUN,False,False,True
vivo,4.9091,53,vivo,ADJ,False,True,True
origem,4.908,67,origem,NOUN,False,False,True
agente,4.8979,72,agente,NOUN,False,True,True
atmosfera,4.881,117,atmosfera,NOUN,False,True,True
série,4.8512,56,série,NOUN,False,True,True
tóxico,4.8315,53,tóxico,ADJ,False,True,True
energético,4.8301,63,energético,ADJ,False,True,True
necessidade,4.795,47,necessidade,NOUN,False,True,True
íons,4.7736,192,íons,NOUN,False,True,True
conceitual,4.7706,91,conceitual,ADJ,False,True,True
solubilidade,4.7698,132,solubilidade,NOUN,False,True,True
termo,4.7693,43,termo,NOUN,False,True,True
carbonato,4.7423,84,carbonato,NOUN,False,True,True
lixo,4.7423,54,lixo,NOUN,False,True,True
ácidobase,4.728,64,ácidobase,ADJ,False,False,True
azul,4.7267,86,azul,ADJ,False,True,True
hcl,4.7104,81,hcl,PROPN,False,True,True
rendimento,4.7059,83,rendimento,NOUN,False,True,True
complexo,4.6973,56,complexo,ADJ,False,True,True
positivo,4.6933,59,positivo,ADJ,False,True,True
evento,4.6763,34,evento,NOUN,False,True,True
sol,4.6676,57,sol,PROPN,False,False,True
sérgio,4.6576,42,sérgio,PROPN,False,False,True
nacional,4.6571,39,nacional,ADJ,False,False,True
liberação,4.6382,76,liberação,NOUN,False,False,True
morte,4.6329,37,morte,NOUN,False,True,True
equipamento,4.6105,42,equipamento,NOUN,False,True,True
leitura,4.6097,77,leitura,NOUN,False,True,True
solar,4.6003,55,solar,ADJ,False,True,True
janeiro,4.5614,43,janeiro,NOUN,False,False,True
gasosa,4.549,91,gasosa,ADJ,False,True,True
naoh,4.543,104,naoh,NOUN,False,True,True
plástico,4.5263,38,plástico,NOUN,False,True,True
metade,4.5191,57,metade,NOUN,False,True,True
item,4.512,129,item,VERB,False,True,True
funcionamento,4.5117,52,funcionamento,NOUN,False,False,True
página,4.5051,102,página,NOUN,False,True,True
meiavida,4.5011,92,meiavida,NOUN,False,False,True
capaz,4.4946,48,capaz,ADJ,False,True,True
glicose,4.4871,88,glicose,NOUN,False,False,True
palavra,4.4721,72,palavra,NOUN,False,True,True
grau,4.462,83,grau,NOUN,False,True,True
educação,4.4486,30,educação,PROPN,False,False,True
história,4.4464,51,história,NOUN,False,True,True
experiência,4.4359,47,experiência,NOUN,False,True,True
vermelho,4.4332,60,vermelho,ADJ,False,True,True
correta,4.429,90,correto,ADJ,False,True,True
hidróxido,4.4278,87,hidróxido,ADJ,False,True,True
negativo,4.4258,60,negativo,ADJ,False,True,True
indique,4.4086,67,indique,PROPN,False,True,True
conjunto,4.4002,50,conjunto,NOUN,False,True,True
vegetal,4.3991,48,vegetal,ADJ,False,True,True
artigo,4.3931,43,artigo,NOUN,False,True,True
necessária,4.3927,65,necessário,ADJ,False,False,True
elétrom,4.3837,75,elétrom,PRON,False,True,True
enzima,4.3809,53,enzima,NOUN,False,True,True
faixa,4.3783,48,faixa,NOUN,False,True,True
conservação,4.3531,43,conservação,NOUN,False,False,True
líquida,4.3521,78,líquido,ADJ,False,False,True
registre,4.3285,107,registre,PROPN,False,False,True
pura,4.2938,74,puro,ADJ,False,False,True
tamanho,4.269,82,tamanho,NOUN,False,True,True
causa,4.2508,46,causa,NOUN,False,True,True
mercúrio,4.2415,64,mercúrio,NOUN,False,False,True
metálica,4.2406,53,metálica,ADJ,False,True,True
baixa,4.2383,53,baixa,NOUN,False,True,True
ebulição,4.2322,90,ebulição,NOUN,False,False,True
gelo,4.229,46,gelo,NOUN,False,False,True
período,4.2277,38,período,NOUN,False,True,True
ciências,4.2244,25,ciências,PROPN,False,True,True
chuva,4.2136,49,chuva,NOUN,False,True,True
idade,4.2036,39,idade,NOUN,False,True,True
diverso,4.2017,40,diverso,ADJ,False,True,True
mecanismo,4.1982,56,mecanismo,NOUN,False,True,True
note,4.1946,54,note,PRON,False,False,True
prática,4.1767,48,prática,ADJ,False,True,True
época,4.1569,35,época,NOUN,False,False,True
periódica,4.1451,74,periódico,ADJ,False,False,True
bicarbonato,4.1405,67,bicarbonato,ADJ,False,False,True
pequena,4.1317,46,pequeno,ADJ,False,False,True
fundamental,4.1224,46,fundamental,ADJ,False,True,True
medida,4.0906,123,medida,NOUN,False,True,True
enemmec,4.083,85,enemmec,PROPN,False,False,True
mapa,4.0715,59,mapa,NOUN,False,True,True
poluição,4.0655,47,poluição,NOUN,False,False,True
fraco,4.0597,85,fraco,ADJ,False,True,True
ordem,4.058,107,ordem,NOUN,False,False,True
contexto,4.0468,40,contexto,NUM,False,True,True
vitamina,4.0421,55,vitamina,NOUN,False,True,True
definição,4.0402,47,definição,NOUN,False,True,True
tendência,4.0383,49,tendência,NOUN,False,True,True
cadeia,4.0119,49,cadeia,NOUN,False,True,True
dispersão,4.008,45,dispersão,NOUN,False,True,True
olho,3.999,33,olho,NOUN,False,True,True
diagrama,3.9937,94,diagrama,NOUN,False,True,True
veículo,3.9764,37,veículo,NOUN,False,True,True
pedaço,3.9746,48,pedaço,NOUN,False,True,True
pele,3.9739,37,pele,NOUN,False,False,True
images,3.9657,77,images,PROPN,False,False,True
deslocamento,3.9635,65,deslocamento,NOUN,False,True,True
observação,3.962,44,observação,NOUN,False,True,True
sociedade,3.9594,53,sociedade,NOUN,False,True,True
analise,3.9489,52,analiser,NOUN,False,False,True
altitude,3.9431,52,altitude,NOUN,False,True,True
controle,3.9259,33,controle,NOUN,False,False,True
freeman,3.9254,21,freeman,PROPN,False,False,True
livre,3.9243,37,livre,ADJ,False,True,True
petróleo,3.9143,39,petróleo,NOUN,False,False,True
proteína,3.9136,44,proteína,NOUN,False,True,True
termoquímica,3.9115,62,termoquímica,NOUN,False,False,True
caráter,3.9104,61,caráter,NOUN,False,False,True
linha,3.9087,44,linha,NOUN,False,True,True
estrutura,3.9009,38,estrutura,NOUN,False,True,True
minério,3.8978,51,minério,NOUN,False,True,True
hidrólise,3.8963,99,hidrólise,NOUN,False,False,True
estável,3.864,52,estável,ADJ,False,True,True
lata,3.8576,40,lata,NOUN,False,True,True
essencial,3.8508,37,essencial,ADJ,False,True,True
vestibular,3.8292,66,vestibular,NOUN,False,True,True
exercício,3.82,46,exercício,NOUN,False,True,True
suspensão,3.8034,38,suspensão,NOUN,False,True,True
parcial,3.8008,80,parcial,ADJ,False,True,True
atmosférico,3.7957,43,atmosférico,ADJ,False,True,True
sulfúrico,3.7923,54,sulfúrico,ADJ,False,False,True
atitude,3.7893,28,atitude,NOUN,False,True,True
estequiométrico,3.788,70,estequiométrico,ADJ,False,True,True
escala,3.7861,96,escala,NOUN,False,True,True
estanho,3.784,46,estanho,NOUN,False,False,True
ionização,3.7818,81,ionização,NOUN,False,True,True
fração,3.7738,83,fração,NOUN,False,True,True
par,3.7692,45,par,NOUN,False,True,True
coloração,3.7651,41,coloração,NOUN,False,True,True
ensaio,3.7634,53,ensaio,NOUN,False,True,True
cole,3.7623,21,cole,PROPN,False,False,True
diversos,3.7623,59,diversos,DET,False,True,True
dissolução,3.7577,62,dissolução,NOUN,False,True,True
obra,3.7451,29,obra,PROPN,False,True,True
renovável,3.7441,42,renovável,ADJ,False,True,True
foco,3.7263,59,foco,NOUN,False,True,True
aula,3.7217,32,aula,NOUN,False,True,True
intensidade,3.7203,40,intensidade,NOUN,False,True,True
específico,3.7145,35,específico,ADJ,False,True,True
carvão,3.7028,52,carvão,NOUN,False,False,True
brasileira,3.6964,31,brasileira,PROPN,False,False,True
exotérmica,3.6942,69,exotérmica,NOUN,False,True,True
carbônico,3.6917,50,carbônico,ADJ,False,True,True
grandeza,3.6917,65,grandeza,NOUN,False,True,True
exposição,3.6863,30,exposição,NOUN,False,True,True
composto,3.6761,125,composto,NOUN,False,True,True
esquerda,3.6661,69,esquerda,NOUN,False,False,True
organização,3.6537,33,organização,PROPN,False,True,True
explosivo,3.6524,31,explosivo,ADJ,False,True,True
adequado,3.6423,38,adequado,ADJ,False,True,True
fio,3.6393,38,fio,NOUN,False,True,True
determinação,3.6335,47,determinação,NOUN,False,True,True
fundação,3.6292,23,fundação,PROPN,False,False,True
lenta,3.6059,55,lento,ADJ,False,True,True
explosão,3.6018,34,explosão,NOUN,False,True,True
eletricidade,3.5793,46,eletricidade,NOUN,False,False,True
absorção,3.5473,40,absorção,NOUN,False,True,True
fabricação,3.5389,27,fabricação,NOUN,False,False,True
direta,3.5251,73,direto,ADJ,False,True,True
semelhante,3.5238,36,semelhante,ADJ,False,True,True
verde,3.5175,42,verde,NOUN,False,True,True
construção,3.5143,30,construção,NOUN,False,True,True
liga,3.5079,46,liga,NOUN,False,True,True
ativação,3.4958,63,ativação,NOUN,False,False,True
endotérmica,3.4942,55,endotérmica,NOUN,False,True,True
interpretação,3.4869,38,interpretação,NOUN,False,False,True
estadual,3.4772,38,estadual,PROPN,False,False,True
crescimento,3.4717,24,crescimento,NOUN,False,False,True
existente,3.4672,40,existente,ADJ,False,True,True
branco,3.4629,34,branco,ADJ,False,True,True
aluno,3.4627,41,aluno,NOUN,False,True,True
melhor,3.4565,43,bom,ADV,False,False,True
agricultura,3.4523,36,agricultura,NOUN,False,False,True
interação,3.4396,41,interação,NOUN,False,True,True
geração,3.4353,52,geração,NOUN,False,True,True
coeficiente,3.4344,64,coeficiente,NOUN,False,True,True
excesso,3.4329,39,excesso,NOUN,False,True,True
microrganismo,3.4275,37,microrganismo,NOUN,False,True,True
íon,3.4263,133,íon,NUM,False,True,True
realização,3.4211,38,realização,NOUN,False,False,True
medicamento,3.4131,37,medicamento,NOUN,False,True,True
casa,3.4089,23,casa,NOUN,False,True,True
normal,3.4069,41,normal,ADJ,False,True,True
avaliação,3.4061,33,avaliação,NOUN,False,True,True
conta,3.4006,59,conta,NOUN,False,True,True
instituto,3.3967,20,instituto,PROPN,False,False,True
busca,3.3944,34,busca,NOUN,False,False,True
afirmação,3.3917,45,afirmação,NOUN,False,True,True
radioisótopo,3.3915,38,radioisótopo,ADJ,False,True,True
ingestão,3.3856,27,ingestão,NOUN,False,False,True
significado,3.3842,31,significado,NOUN,False,True,True
intervalo,3.384,53,intervalo,NOUN,False,True,True
