word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
alcance,2.6841,41,alcance,NOUN,False,True,True
álcool,2.683,27,álcool,NOUN,False,False,True
cotidiano,2.6776,18,cotidiano,NOUN,False,True,True
press,2.6766,9,press,PROPN,False,False,True
corbis,2.6667,16,corbis,PROPN,False,False,True
precisão,2.6629,17,precisão,NOUN,False,True,True
superior,2.6606,20,superior,PROPN,False,False,True
coluna,2.6563,31,coluna,NOUN,False,True,True
braço,2.6563,28,braço,NOUN,False,True,True
dispositivo,2.6542,21,dispositivo,NOUN,False,True,True
submarino,2.6458,25,submarino,NOUN,False,True,True
projeção,2.6312,27,projeção,NOUN,False,True,True
população,2.6258,16,população,NOUN,False,False,True
tangencial,2.6215,62,tangencial,ADJ,False,False,True
molécula,2.6212,27,molécula,NOUN,False,True,True
evento,2.6208,19,evento,NOUN,False,True,True
redor,2.6109,30,redor,NOUN,False,False,True
concepção,2.5943,22,concepção,NOUN,False,True,True
eletrônico,2.5919,17,eletrônico,ADJ,False,True,True
ponte,2.5873,36,ponte,NOUN,False,True,True
direito,2.5818,14,direito,NOUN,False,True,True
núcleo,2.5771,19,núcleo,NOUN,False,True,True
copérnico,2.5715,18,copérnico,NOUN,False,True,True
barra,2.5657,43,barra,PROPN,False,False,True
voo,2.5618,36,voo,NOUN,False,False,True
atmosférica,2.56,31,atmosférico,ADJ,False,False,True
relativo,2.5513,34,relativo,ADJ,False,True,True
filme,2.5504,18,filme,NOUN,False,True,True
significado,2.5501,17,significado,NOUN,False,True,True
encontro,2.5452,53,encontro,NOUN,False,False,True
medição,2.5425,22,medição,NOUN,False,True,True
arco,2.5261,37,arco,NOUN,False,True,True
via,2.5241,29,ver,VERB,False,True,True
estático,2.5155,37,estático,ADJ,False,False,True
afirmação,2.5146,22,afirmação,NOUN,False,True,True
cavalo,2.5099,21,cavalo,NOUN,False,True,True
adilson,2.5046,20,adilson,PROPN,False,False,True
palavra,2.5035,23,palavra,NOUN,False,True,True
translação,2.4938,39,translação,NOUN,False,False,True
aula,2.485,19,aula,NOUN,False,True,True
rampa,2.4841,46,rampa,NOUN,False,True,True
atividade,2.477,41,atividade,NOUN,False,True,True
empuxo,2.4741,50,empuxo,PROPN,False,False,True
assunto,2.4729,19,assunto,NOUN,False,True,True
moeda,2.4509,26,moeda,NOUN,False,True,True
bloco,2.4501,52,bloco,NOUN,False,True,True
única,2.4457,18,único,ADJ,False,False,True
educação,2.439,15,educação,PROPN,False,False,True
ambiental,2.4303,16,ambiental,ADJ,False,True,True
importância,2.4286,29,importância,NOUN,False,False,True
evolução,2.4284,20,evolução,NOUN,False,False,True
soma,2.4179,80,soma,NOUN,False,True,True
regra,2.4131,28,regra,NOUN,False,True,True
átomo,2.4116,35,átomo,NOUN,False,True,True
pergunta,2.4065,20,pergunta,NOUN,False,True,True
coroa,2.399,45,coroa,NOUN,False,True,True
tubo,2.3975,22,tubo,NOUN,False,True,True
causa,2.3957,24,causa,NOUN,False,True,True
gota,2.3829,34,gota,NOUN,False,True,True
indústria,2.3779,11,indústria,NOUN,False,True,True
note,2.3769,25,note,PROPN,False,False,True
progressivo,2.3769,57,progressivo,ADJ,False,False,True
